Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
34.0,2018,235.0,145.0,1759.0,2.0,1.0,11.0,2.0,5.0,10.0,36941,338.0,234.0,1.0,4.0,4,5,48990.0
18.0,2018,174.0,145.0,571.0,2.0,1.0,11.0,2.0,5.0,7.4,12804,294.0,132.0,1.0,4.0,4,5,25990.0
45.0,2008,161.0,154.0,658.0,2.0,1.0,17.0,3.0,5.0,9.6,274436,311.0,276.0,1.0,5.0,4,5,14995.0
45.0,2016,57.0,145.0,2094.0,2.0,1.0,3.0,2.0,4.0,7.6,241000,151.0,108.0,1.0,4.0,4,5,24990.0
45.0,2012,69.0,127.0,2788.0,2.0,1.0,16.0,2.0,2.0,11.0,140521,311.0,8.0,1.0,3.0,4,5,18900.0
30.0,2018,82.0,159.0,1439.0,2.0,1.0,11.0,1.0,4.0,8.2,152807,60.0,276.0,1.0,6.0,4,5,34950.0
43.0,2009,193.0,127.0,2455.0,2.0,1.0,16.0,1.0,5.0,7.5,163535,199.0,323.0,1.0,3.0,4,5,14950.0
30.0,2016,100.0,127.0,2011.0,2.0,1.0,11.0,3.0,4.0,9.6,84076,157.0,411.0,1.0,3.0,4,5,49989.0
29.0,2008,94.0,145.0,2361.0,2.0,1.0,13.0,1.0,1.0,8.2,158457,229.0,256.0,1.0,4.0,4,5,8999.0
29.0,2017,92.0,145.0,2360.0,2.0,2.0,11.0,2.0,5.0,8.5,61227,109.0,204.0,1.0,4.0,4,5,46888.0
29.0,2009,32.0,159.0,1988.0,2.0,1.0,16.0,2.0,5.0,8.2,138891,170.0,102.0,1.0,6.0,4,5,11888.0
33.0,2022,283.0,154.0,2407.0,2.0,1.0,15.0,0.0,1.0,7.6,7051,338.0,293.0,1.0,5.0,4,5,56800.0
6.0,2011,51.0,145.0,3297.0,2.0,1.0,11.0,0.0,4.0,7.4,123372,338.0,107.0,1.0,4.0,4,5,11950.0
43.0,2016,314.0,145.0,3233.0,2.0,1.0,11.0,1.0,5.0,7.5,276343,157.0,8.0,1.0,4.0,4,5,26990.0
33.0,2014,50.0,145.0,1735.0,2.0,1.0,11.0,2.0,5.0,9.5,84929,311.0,477.0,1.0,4.0,4,5,24990.0
30.0,2017,35.0,127.0,2370.0,2.0,1.0,4.0,2.0,5.0,5.9,139961,157.0,276.0,1.0,3.0,4,5,22990.0
45.0,2006,69.0,127.0,2101.0,2.0,1.0,16.0,2.0,2.0,11.0,140427,335.0,322.0,1.0,3.0,4,5,7999.0
1.0,2018,231.0,8.0,3286.0,0.0,1.0,5.0,2.0,4.0,7.4,64160,71.0,15.0,1.0,4.0,4,5,22990.0
47.0,2019,309.0,145.0,3511.0,2.0,1.0,11.0,2.0,4.0,6.1,46595,71.0,245.0,1.0,4.0,4,5,41880.0
15.0,2021,85.0,154.0,2219.0,2.0,1.0,18.0,0.0,1.0,7.0,20322,311.0,53.0,1.0,5.0,4,5,49900.0
18.0,2020,284.0,145.0,3348.0,2.0,1.0,11.0,1.0,1.0,7.4,67008,170.0,404.0,1.0,4.0,4,5,39990.0
46.0,2016,277.0,145.0,3275.0,2.0,1.0,11.0,1.0,4.0,7.5,227276,264.0,504.0,1.0,4.0,4,5,17980.0
24.0,2022,245.0,145.0,1966.0,2.0,1.0,31.0,0.0,1.0,7.2,20,67.0,21.0,3.0,4.0,4,5,61990.0
9.0,2017,237.0,154.0,3079.0,2.0,1.0,11.0,0.0,1.0,7.4,68658,71.0,464.0,1.0,5.0,4,5,22995.0
37.0,2020,199.0,145.0,1770.0,2.0,1.0,31.0,1.0,4.0,8.7,109818,157.0,411.0,3.0,4.0,4,5,41950.0
1.0,2016,246.0,145.0,1069.0,2.0,1.0,23.0,1.0,4.0,6.4,53099,311.0,276.0,2.0,4.0,4,5,28990.0
29.0,2022,94.0,145.0,2366.0,2.0,1.0,11.0,2.0,5.0,8.4,20,229.0,452.0,1.0,4.0,4,5,46490.0
18.0,2019,284.0,145.0,1372.0,2.0,1.0,11.0,2.0,5.0,5.7,52675,249.0,322.0,1.0,4.0,4,5,62888.0
46.0,2020,46.0,154.0,2807.0,2.0,1.0,31.0,0.0,1.0,7.6,59931,150.0,379.0,3.0,5.0,4,5,25290.0
46.0,2018,277.0,145.0,837.0,2.0,1.0,11.0,1.0,4.0,4.8,86490,338.0,413.0,1.0,4.0,4,5,29990.0
29.0,2013,94.0,126.0,3591.0,1.0,1.0,16.0,1.0,5.0,7.2,176119,344.0,14.0,1.0,4.0,4,5,10999.0
2.0,2010,16.0,127.0,328.0,2.0,1.0,11.0,3.0,5.0,7.5,183001,157.0,95.0,1.0,3.0,4,5,8995.0
23.0,2017,261.0,145.0,2899.0,2.0,1.0,11.0,2.0,5.0,6.8,83220,60.0,8.0,1.0,4.0,4,5,29480.0
30.0,2018,81.0,127.0,1188.0,2.0,1.0,7.0,2.0,4.0,7.4,82117,15.0,245.0,1.0,3.0,4,5,18950.0
20.0,2018,96.0,154.0,575.0,2.0,1.0,19.0,0.0,1.0,7.5,89881,60.0,127.0,1.0,5.0,4,5,19995.0
45.0,2016,239.0,145.0,1526.0,2.0,1.0,16.0,1.0,5.0,6.7,104154,311.0,325.0,1.0,4.0,4,5,33990.0
43.0,2018,127.0,145.0,219.0,2.0,1.0,16.0,1.0,4.0,6.6,56092,137.0,171.0,1.0,4.0,4,5,29888.0
46.0,2013,280.0,148.0,3650.0,0.0,1.0,11.0,2.0,1.0,9.5,126552,117.0,289.0,1.0,0.0,4,5,12999.0
9.0,2019,123.0,127.0,1314.0,2.0,1.0,39.0,3.0,5.0,10.2,71236,9.0,276.0,3.0,3.0,4,5,49990.0
15.0,2014,55.0,127.0,130.0,2.0,1.0,7.0,2.0,5.0,8.3,175479,60.0,271.0,1.0,3.0,4,5,26950.0
18.0,2015,174.0,145.0,1134.0,2.0,1.0,11.0,2.0,5.0,8.7,80208,234.0,306.0,1.0,4.0,4,5,54888.0
16.0,2019,162.0,145.0,2592.0,2.0,1.0,9.0,2.0,5.0,6.3,38179,60.0,8.0,1.0,4.0,4,5,35990.0
31.0,2003,163.0,4.0,3411.0,1.0,1.0,11.0,1.0,5.0,10.5,172019,383.0,15.0,1.0,4.0,4,5,5950.0
33.0,2018,76.0,145.0,480.0,2.0,1.0,16.0,0.0,1.0,5.9,75785,137.0,177.0,1.0,4.0,4,5,26990.0
33.0,2021,224.0,145.0,988.0,2.0,1.0,11.0,2.0,5.0,9.5,21513,311.0,14.0,1.0,4.0,4,5,32888.0
34.0,2020,301.0,145.0,2986.0,2.0,1.0,16.0,0.0,5.0,7.4,51816,311.0,8.0,1.0,4.0,4,5,23900.0
26.0,2019,249.0,145.0,2914.0,2.0,1.0,11.0,2.0,4.0,7.4,59571,170.0,504.0,1.0,4.0,4,5,22990.0
9.0,2014,237.0,154.0,2846.0,2.0,1.0,11.0,0.0,1.0,6.7,163073,311.0,411.0,1.0,5.0,4,5,10950.0
9.0,2016,237.0,154.0,3307.0,2.0,1.0,24.0,0.0,1.0,6.0,180013,338.0,336.0,2.0,5.0,4,5,34990.0
30.0,2017,82.0,127.0,2371.0,2.0,1.0,11.0,1.0,4.0,7.5,180454,109.0,56.0,1.0,3.0,4,5,23490.0
22.0,2016,298.0,145.0,2298.0,2.0,1.0,36.0,0.0,5.0,5.4,96331,338.0,370.0,3.0,4.0,4,5,21999.0
1.0,2016,231.0,8.0,3520.0,0.0,1.0,5.0,2.0,4.0,5.8,134221,15.0,15.0,1.0,4.0,4,5,24990.0
43.0,2016,192.0,159.0,2074.0,2.0,1.0,11.0,1.0,4.0,8.0,74850,311.0,276.0,1.0,6.0,4,5,32990.0
15.0,2020,85.0,154.0,1873.0,2.0,2.0,18.0,0.0,1.0,7.4,50585,311.0,53.0,1.0,5.0,4,5,24990.0
47.0,2016,309.0,157.0,3513.0,0.0,1.0,11.0,1.0,4.0,7.0,70056,209.0,503.0,1.0,4.0,4,5,45990.0
24.0,2015,245.0,145.0,1669.0,2.0,1.0,31.0,1.0,1.0,10.4,135077,338.0,102.0,3.0,4.0,4,5,15995.0
2.0,2019,198.0,127.0,855.0,2.0,1.0,43.0,3.0,4.0,7.2,53749,9.0,203.0,4.0,3.0,4,5,26990.0
26.0,2022,250.0,145.0,2672.0,2.0,1.0,35.0,1.0,0.0,5.4,4595,196.0,504.0,3.0,4.0,4,5,77880.0
29.0,2019,7.0,127.0,950.0,2.0,1.0,11.0,2.0,5.0,7.6,102196,15.0,306.0,1.0,3.0,4,5,19999.0
43.0,2020,223.0,145.0,3461.0,2.0,1.0,16.0,1.0,5.0,7.2,59424,71.0,369.0,1.0,4.0,4,5,28888.0
23.0,2020,75.0,127.0,2633.0,2.0,1.0,11.0,2.0,5.0,6.2,53540,101.0,203.0,1.0,3.0,4,5,25995.0
29.0,2016,94.0,145.0,3399.0,2.0,1.0,16.0,1.0,5.0,8.2,240001,71.0,70.0,1.0,4.0,4,5,25950.0
29.0,2015,94.0,145.0,2687.0,2.0,1.0,11.0,2.0,5.0,6.9,209762,311.0,8.0,1.0,4.0,4,5,7999.0
45.0,2022,52.0,127.0,227.0,2.0,1.0,35.0,2.0,5.0,7.5,24,414.0,306.0,3.0,3.0,4,5,41485.0
1.0,2018,254.0,105.0,2536.0,2.0,1.0,11.0,1.0,4.0,8.3,45454,300.0,276.0,1.0,2.0,4,5,23995.0
30.0,2016,149.0,145.0,1447.0,2.0,1.0,31.0,1.0,4.0,5.9,179234,264.0,276.0,3.0,4.0,4,5,19880.0
36.0,2021,10.0,145.0,2061.0,2.0,1.0,7.0,2.0,4.0,8.2,9986,9.0,8.0,1.0,4.0,4,5,49990.0
46.0,2018,272.0,145.0,3270.0,2.0,1.0,0.0,2.0,4.0,6.9,102534,264.0,53.0,0.0,4.0,4,5,29990.0
33.0,2009,50.0,145.0,2957.0,2.0,1.0,15.0,2.0,5.0,9.8,255483,157.0,336.0,1.0,4.0,4,5,14995.0
24.0,2019,245.0,145.0,2659.0,2.0,1.0,11.0,1.0,4.0,7.9,90426,338.0,15.0,1.0,4.0,4,5,25880.0
29.0,2016,56.0,154.0,3385.0,2.0,1.0,19.0,0.0,1.0,11.7,165238,170.0,276.0,1.0,5.0,4,5,24990.0
1.0,2008,38.0,9.0,3062.0,2.0,0.0,11.0,1.0,4.0,8.9,129863,170.0,431.0,1.0,6.0,4,5,1895.0
30.0,2020,148.0,145.0,1728.0,2.0,1.0,31.0,1.0,1.0,7.4,37128,264.0,411.0,3.0,4.0,4,5,41990.0
20.0,2022,96.0,154.0,3123.0,2.0,1.0,19.0,0.0,1.0,7.2,24000,94.0,276.0,1.0,5.0,4,5,55880.0
16.0,2021,42.0,127.0,566.0,2.0,1.0,15.0,2.0,5.0,5.4,22619,124.0,46.0,1.0,3.0,4,5,39888.0
24.0,2008,245.0,145.0,1965.0,2.0,1.0,31.0,0.0,1.0,9.3,271312,9.0,411.0,3.0,4.0,4,5,9990.0
45.0,2018,161.0,154.0,2488.0,2.0,1.0,18.0,0.0,1.0,9.9,104860,346.0,31.0,1.0,5.0,4,5,31999.0
33.0,2014,283.0,154.0,2411.0,2.0,1.0,15.0,3.0,1.0,4.5,132782,379.0,74.0,1.0,5.0,4,5,33800.0
24.0,2019,245.0,145.0,1965.0,2.0,1.0,31.0,0.0,1.0,8.6,30442,311.0,369.0,3.0,4.0,4,5,35888.0
18.0,2020,164.0,60.0,2865.0,2.0,1.0,11.0,2.0,5.0,9.0,119169,338.0,5.0,1.0,1.0,4,5,44990.0
34.0,2020,235.0,145.0,3607.0,2.0,1.0,4.0,2.0,4.0,7.4,56207,60.0,98.0,1.0,4.0,4,5,24990.0
23.0,2020,269.0,127.0,2646.0,2.0,1.0,34.0,3.0,5.0,5.6,87956,338.0,538.0,3.0,3.0,4,5,32990.0
15.0,2017,85.0,154.0,1597.0,2.0,2.0,18.0,0.0,1.0,7.3,62373,157.0,406.0,1.0,5.0,4,5,32880.0
9.0,2015,237.0,154.0,3083.0,2.0,1.0,24.0,0.0,1.0,8.5,196174,199.0,404.0,2.0,5.0,4,5,36990.0
29.0,2020,94.0,126.0,3402.0,0.0,1.0,16.0,2.0,5.0,7.4,62919,174.0,14.0,1.0,4.0,4,5,23990.0
21.0,2019,300.0,127.0,354.0,2.0,1.0,13.0,2.0,1.0,6.0,50998,15.0,46.0,1.0,3.0,4,5,32999.0
18.0,2017,185.0,145.0,2604.0,2.0,1.0,11.0,2.0,5.0,6.5,114206,234.0,4.0,1.0,4.0,4,5,33999.0
43.0,2018,127.0,145.0,2069.0,2.0,2.0,11.0,1.0,1.0,8.7,98169,379.0,269.0,1.0,4.0,4,5,61800.0
34.0,2021,301.0,145.0,2054.0,2.0,1.0,16.0,0.0,5.0,7.4,12491,157.0,8.0,1.0,4.0,4,5,48888.0
43.0,2021,127.0,145.0,111.0,2.0,1.0,16.0,1.0,5.0,5.4,44493,379.0,269.0,1.0,4.0,4,5,64888.0
30.0,2017,62.0,127.0,1436.0,2.0,1.0,11.0,3.0,4.0,6.9,147393,272.0,47.0,1.0,3.0,4,5,12999.0
43.0,2022,299.0,127.0,2080.0,2.0,1.0,11.0,1.0,4.0,4.9,6845,311.0,8.0,1.0,3.0,4,5,46880.0
1.0,2017,37.0,12.0,3279.0,0.0,1.0,6.0,2.0,4.0,7.4,140105,338.0,543.0,1.0,3.0,4,5,26990.0
45.0,2018,161.0,154.0,3033.0,2.0,1.0,18.0,0.0,1.0,7.4,81804,268.0,5.0,1.0,5.0,4,5,31990.0
34.0,2011,213.0,154.0,628.0,2.0,1.0,31.0,0.0,1.0,6.9,141125,264.0,99.0,3.0,5.0,4,5,10995.0
29.0,2022,92.0,145.0,1700.0,2.0,2.0,11.0,2.0,5.0,8.5,10,71.0,479.0,1.0,4.0,4,5,59990.0
22.0,2019,298.0,145.0,2894.0,2.0,1.0,12.0,0.0,1.0,7.9,37531,156.0,273.0,1.0,4.0,4,5,29990.0
47.0,2018,309.0,145.0,3278.0,2.0,1.0,11.0,1.0,4.0,7.8,53467,157.0,411.0,1.0,4.0,4,5,28950.0
30.0,2012,81.0,127.0,972.0,2.0,1.0,7.0,2.0,4.0,8.1,215120,15.0,177.0,1.0,3.0,4,5,26999.0
1.0,2004,232.0,8.0,3521.0,0.0,1.0,11.0,1.0,2.0,11.0,94721,338.0,15.0,1.0,4.0,4,5,8990.0
45.0,2019,57.0,145.0,3238.0,2.0,1.0,9.0,2.0,2.0,8.5,84948,327.0,356.0,1.0,4.0,4,5,62990.0
9.0,2016,276.0,145.0,1093.0,2.0,1.0,29.0,3.0,1.0,6.5,78674,157.0,369.0,3.0,4.0,4,5,19888.0
18.0,2018,174.0,145.0,741.0,2.0,1.0,11.0,1.0,1.0,8.3,53343,272.0,211.0,1.0,4.0,4,5,35990.0
34.0,2018,213.0,154.0,1752.0,2.0,1.0,14.0,0.0,1.0,5.6,66445,311.0,53.0,1.0,5.0,4,5,71880.0
45.0,2016,239.0,145.0,1527.0,2.0,1.0,11.0,2.0,5.0,9.1,202279,157.0,276.0,1.0,4.0,4,5,23995.0
1.0,2007,38.0,8.0,3518.0,0.0,1.0,11.0,2.0,4.0,9.7,222000,15.0,15.0,1.0,3.0,4,5,7950.0
1.0,2011,231.0,8.0,3520.0,0.0,1.0,5.0,2.0,4.0,8.2,123892,338.0,15.0,1.0,4.0,4,5,13990.0
24.0,2007,245.0,145.0,1160.0,2.0,1.0,31.0,1.0,1.0,11.0,145827,79.0,401.0,3.0,4.0,4,5,11880.0
23.0,2021,265.0,145.0,2901.0,2.0,1.0,11.0,2.0,5.0,8.9,24850,311.0,503.0,1.0,4.0,4,5,59990.0
23.0,2016,265.0,145.0,1402.0,2.0,1.0,11.0,2.0,5.0,9.2,229050,379.0,275.0,1.0,4.0,4,5,28990.0
1.0,2005,232.0,145.0,1835.0,2.0,1.0,11.0,1.0,1.0,8.9,179958,272.0,150.0,1.0,4.0,4,5,8990.0
29.0,2023,56.0,126.0,3577.0,0.0,1.0,19.0,0.0,1.0,6.9,1500,174.0,14.0,1.0,5.0,4,5,54990.0
1.0,2008,231.0,145.0,1064.0,2.0,1.0,11.0,1.0,1.0,7.2,147000,2.0,309.0,1.0,4.0,4,5,10950.0
26.0,2017,218.0,145.0,2665.0,2.0,1.0,11.0,2.0,4.0,5.3,59207,170.0,504.0,1.0,4.0,4,5,41990.0
18.0,2012,164.0,60.0,2865.0,2.0,1.0,11.0,2.0,5.0,7.4,125254,338.0,356.0,1.0,1.0,4,5,14995.0
34.0,2021,213.0,154.0,1473.0,2.0,1.0,14.0,0.0,1.0,9.7,10831,251.0,533.0,1.0,5.0,4,5,69990.0
46.0,2022,277.0,145.0,2812.0,2.0,1.0,11.0,1.0,4.0,8.1,3822,15.0,107.0,1.0,4.0,4,5,61990.0
44.0,2013,294.0,145.0,1514.0,2.0,1.0,7.0,2.0,5.0,8.5,152000,15.0,496.0,1.0,4.0,4,5,13900.0
9.0,2010,276.0,145.0,878.0,2.0,1.0,39.0,3.0,5.0,9.6,117893,157.0,318.0,3.0,4.0,4,5,15999.0
34.0,2019,213.0,154.0,2419.0,2.0,1.0,14.0,0.0,1.0,8.1,83426,379.0,538.0,1.0,5.0,4,5,43987.0
1.0,2017,37.0,127.0,1829.0,2.0,1.0,5.0,2.0,4.0,7.9,69988,338.0,200.0,1.0,3.0,4,5,25990.0
22.0,2018,153.0,145.0,2892.0,2.0,1.0,31.0,0.0,1.0,5.5,49113,157.0,496.0,3.0,4.0,4,5,47990.0
9.0,2022,237.0,154.0,2563.0,2.0,1.0,24.0,0.0,1.0,7.5,15,220.0,95.0,2.0,5.0,4,5,41485.0
34.0,2021,213.0,154.0,1001.0,2.0,1.0,16.0,0.0,1.0,8.0,33132,311.0,318.0,1.0,5.0,4,5,56950.0
45.0,2018,161.0,154.0,3254.0,2.0,1.0,18.0,0.0,1.0,7.3,91864,166.0,5.0,1.0,5.0,4,5,24990.0
45.0,2016,69.0,127.0,3028.0,2.0,1.0,16.0,2.0,2.0,7.5,105012,326.0,356.0,1.0,3.0,4,5,21950.0
18.0,2018,164.0,60.0,2595.0,2.0,1.0,11.0,2.0,5.0,8.8,177141,264.0,8.0,1.0,1.0,4,5,21950.0
23.0,2018,75.0,127.0,1947.0,2.0,1.0,11.0,2.0,5.0,7.5,122256,311.0,527.0,1.0,3.0,4,5,24990.0
33.0,2017,283.0,154.0,2036.0,2.0,1.0,15.0,0.0,1.0,7.0,111480,338.0,168.0,1.0,5.0,4,5,25999.0
46.0,2011,277.0,145.0,2516.0,2.0,1.0,11.0,1.0,4.0,8.4,182676,157.0,414.0,1.0,4.0,4,5,16995.0
44.0,2022,294.0,145.0,3236.0,2.0,1.0,7.0,2.0,5.0,8.2,3522,170.0,200.0,1.0,4.0,4,5,54990.0
18.0,2013,284.0,145.0,92.0,2.0,1.0,29.0,1.0,5.0,7.4,149666,67.0,496.0,3.0,4.0,4,5,17886.0
9.0,2023,237.0,154.0,2562.0,2.0,1.0,11.0,0.0,1.0,7.3,15,311.0,379.0,1.0,5.0,4,5,59650.0
18.0,2016,164.0,60.0,2865.0,2.0,1.0,11.0,2.0,5.0,6.8,122401,264.0,496.0,1.0,1.0,4,5,26990.0
26.0,2014,251.0,145.0,2673.0,2.0,1.0,35.0,1.0,2.0,7.0,92285,338.0,504.0,3.0,4.0,4,5,23989.0
15.0,2016,68.0,159.0,2215.0,2.0,1.0,36.0,1.0,4.0,8.7,114202,379.0,165.0,3.0,6.0,4,5,59950.0
45.0,2006,57.0,145.0,2472.0,2.0,1.0,3.0,2.0,4.0,10.6,209508,40.0,70.0,1.0,4.0,4,5,6949.0
45.0,2019,161.0,154.0,1799.0,2.0,1.0,18.0,0.0,1.0,7.3,49431,71.0,496.0,1.0,5.0,4,5,54990.0
21.0,2016,99.0,145.0,2622.0,2.0,1.0,11.0,1.0,1.0,7.9,173007,170.0,200.0,1.0,4.0,4,5,23888.0
34.0,2016,301.0,145.0,1228.0,2.0,2.0,11.0,2.0,5.0,9.1,73059,311.0,288.0,1.0,4.0,4,5,38888.0
33.0,2009,283.0,154.0,2412.0,2.0,2.0,15.0,0.0,1.0,9.4,162018,379.0,165.0,1.0,5.0,4,5,10949.0
9.0,2020,237.0,154.0,876.0,2.0,2.0,24.0,0.0,1.0,3.8,55929,264.0,379.0,2.0,5.0,4,5,32990.0
15.0,2018,71.0,145.0,884.0,2.0,1.0,15.0,2.0,5.0,7.9,176576,0.0,533.0,1.0,4.0,4,5,18995.0
43.0,2011,314.0,145.0,1790.0,2.0,2.0,11.0,1.0,5.0,6.9,211309,170.0,306.0,1.0,4.0,4,5,7950.0
33.0,2018,50.0,145.0,1199.0,2.0,1.0,14.0,0.0,1.0,7.4,63751,120.0,527.0,1.0,4.0,4,5,41990.0
45.0,2016,161.0,154.0,826.0,2.0,1.0,19.0,0.0,1.0,9.2,254164,71.0,496.0,1.0,5.0,4,5,29888.0
34.0,2015,235.0,145.0,2733.0,2.0,1.0,11.0,2.0,5.0,6.9,83657,264.0,276.0,1.0,4.0,4,5,33990.0
45.0,2018,161.0,154.0,2798.0,2.0,1.0,18.0,0.0,1.0,8.5,232955,234.0,4.0,1.0,5.0,4,5,32950.0
23.0,2014,269.0,127.0,2905.0,2.0,1.0,34.0,3.0,5.0,9.1,136416,311.0,234.0,3.0,3.0,4,5,26990.0
31.0,2010,163.0,145.0,3408.0,2.0,1.0,6.0,2.0,5.0,8.2,158011,311.0,533.0,1.0,4.0,4,5,9999.0
15.0,2017,114.0,145.0,2233.0,2.0,1.0,11.0,1.0,4.0,6.9,85157,199.0,165.0,1.0,4.0,4,5,27990.0
45.0,2019,57.0,145.0,3238.0,2.0,1.0,9.0,2.0,2.0,8.9,85550,232.0,356.0,1.0,4.0,4,5,53990.0
18.0,2010,164.0,60.0,2865.0,2.0,1.0,11.0,2.0,5.0,10.4,117999,338.0,356.0,1.0,1.0,4,5,14990.0
29.0,2016,92.0,145.0,2354.0,2.0,1.0,11.0,2.0,5.0,8.1,94800,71.0,15.0,1.0,4.0,4,5,27990.0
15.0,2018,85.0,154.0,1594.0,2.0,1.0,18.0,3.0,1.0,7.2,147632,311.0,432.0,1.0,5.0,4,5,52800.0
34.0,2021,202.0,127.0,998.0,2.0,1.0,27.0,2.0,5.0,7.3,25253,157.0,177.0,3.0,3.0,4,5,23150.0
24.0,2016,245.0,145.0,2318.0,2.0,1.0,31.0,1.0,1.0,7.6,154179,9.0,95.0,3.0,4.0,4,5,28990.0
34.0,2019,235.0,145.0,2423.0,2.0,1.0,11.0,2.0,5.0,7.4,76293,338.0,356.0,1.0,4.0,4,5,68880.0
18.0,2015,164.0,60.0,2865.0,2.0,1.0,11.0,2.0,5.0,7.3,109232,338.0,5.0,1.0,1.0,4,5,22888.0
34.0,2019,213.0,154.0,496.0,2.0,2.0,16.0,3.0,1.0,8.3,89388,379.0,165.0,1.0,5.0,4,5,37990.0
45.0,2019,161.0,154.0,3254.0,2.0,1.0,18.0,0.0,1.0,7.0,32748,166.0,5.0,1.0,5.0,4,5,32990.0
45.0,2019,161.0,154.0,2109.0,2.0,1.0,18.0,0.0,1.0,8.2,114956,338.0,101.0,1.0,5.0,4,5,61950.0
18.0,2020,185.0,145.0,3109.0,2.0,1.0,11.0,2.0,5.0,4.2,53897,71.0,356.0,1.0,4.0,4,5,38990.0
29.0,2015,7.0,127.0,951.0,2.0,2.0,11.0,2.0,5.0,8.1,174677,229.0,154.0,1.0,3.0,4,5,22990.0
9.0,2011,123.0,127.0,544.0,2.0,1.0,39.0,3.0,5.0,6.4,238850,251.0,100.0,3.0,3.0,4,5,8999.0
21.0,2020,121.0,145.0,1934.0,2.0,1.0,31.0,1.0,4.0,7.2,66023,234.0,355.0,3.0,4.0,4,5,32990.0
9.0,2019,237.0,154.0,1584.0,2.0,1.0,24.0,0.0,1.0,7.0,70093,311.0,293.0,2.0,5.0,4,5,34800.0
41.0,2018,271.0,5.0,3617.0,0.0,1.0,11.0,0.0,4.0,8.9,83639,114.0,15.0,1.0,6.0,4,5,49990.0
46.0,2011,277.0,145.0,2516.0,2.0,1.0,11.0,1.0,4.0,10.2,70750,199.0,533.0,1.0,4.0,4,5,12990.0
30.0,2012,62.0,127.0,1709.0,2.0,1.0,11.0,3.0,4.0,9.4,212145,67.0,101.0,1.0,3.0,4,5,8950.0
9.0,2015,237.0,154.0,701.0,2.0,2.0,24.0,0.0,1.0,8.1,250200,170.0,306.0,2.0,5.0,4,5,26990.0
26.0,2021,248.0,145.0,947.0,2.0,1.0,17.0,2.0,5.0,7.4,29206,300.0,105.0,1.0,4.0,4,5,66988.0
9.0,2023,209.0,159.0,1086.0,2.0,1.0,11.0,2.0,1.0,8.1,15,15.0,306.0,1.0,6.0,4,5,74443.0
9.0,2022,237.0,154.0,1323.0,2.0,1.0,24.0,0.0,1.0,8.3,585,379.0,306.0,2.0,5.0,4,5,67074.0
9.0,2017,237.0,154.0,1862.0,2.0,1.0,24.0,0.0,1.0,7.6,198160,157.0,95.0,2.0,5.0,4,5,28888.0
29.0,2009,56.0,22.0,3574.0,0.0,1.0,19.0,0.0,1.0,7.2,73917,157.0,295.0,1.0,5.0,4,5,10990.0
33.0,2020,109.0,145.0,2962.0,2.0,1.0,6.0,2.0,5.0,5.4,19357,311.0,441.0,1.0,4.0,4,5,19750.0
9.0,2013,237.0,154.0,2200.0,2.0,1.0,13.0,3.0,1.0,7.5,129000,311.0,203.0,1.0,5.0,4,5,16990.0
18.0,2020,164.0,60.0,2252.0,2.0,1.0,11.0,2.0,5.0,8.4,43199,76.0,177.0,1.0,1.0,4,5,70990.0
31.0,2016,163.0,145.0,3184.0,2.0,1.0,6.0,2.0,5.0,6.3,227284,338.0,4.0,1.0,4.0,4,5,19995.0
18.0,2023,165.0,159.0,1910.0,2.0,1.0,11.0,2.0,5.0,8.1,26,264.0,154.0,1.0,6.0,4,5,71138.0
22.0,2018,153.0,145.0,2627.0,2.0,1.0,36.0,0.0,4.0,6.3,43725,157.0,339.0,3.0,4.0,4,5,36990.0
47.0,2017,310.0,145.0,2138.0,2.0,1.0,22.0,1.0,1.0,7.5,65969,0.0,161.0,2.0,4.0,4,5,34999.0
29.0,2013,94.0,145.0,2688.0,2.0,1.0,11.0,2.0,5.0,8.2,133000,60.0,14.0,1.0,4.0,4,5,15990.0
46.0,2013,226.0,127.0,321.0,2.0,1.0,11.0,2.0,1.0,7.8,180223,151.0,269.0,1.0,3.0,4,5,14990.0
39.0,2016,184.0,145.0,802.0,2.0,1.0,16.0,1.0,4.0,9.1,79552,9.0,306.0,1.0,4.0,4,5,39990.0
29.0,2021,93.0,145.0,3169.0,2.0,1.0,16.0,2.0,5.0,7.3,20000,60.0,292.0,1.0,4.0,4,5,23580.0
9.0,2018,110.0,145.0,1853.0,2.0,1.0,6.0,2.0,4.0,8.7,39576,264.0,518.0,1.0,4.0,4,5,51990.0
46.0,2021,277.0,145.0,2813.0,2.0,1.0,11.0,1.0,4.0,7.9,42730,40.0,538.0,1.0,4.0,4,5,29900.0
34.0,2021,213.0,154.0,1752.0,2.0,2.0,14.0,0.0,1.0,8.1,22724,379.0,428.0,1.0,5.0,4,5,28888.0
9.0,2023,209.0,159.0,1580.0,2.0,1.0,11.0,2.0,1.0,7.3,30,71.0,211.0,1.0,6.0,4,5,54050.0
45.0,2023,161.0,154.0,3254.0,2.0,1.0,18.0,0.0,1.0,8.1,2200,13.0,5.0,1.0,5.0,4,5,54990.0
45.0,2012,239.0,145.0,2498.0,2.0,1.0,16.0,1.0,5.0,7.7,114592,338.0,58.0,1.0,4.0,4,5,10990.0
